Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,10,6,BACK,PLACE,,6. Alainge ,2,,249110470,85981931,8,0,2.15,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,4,4,BACK,WIN,,4. Guru Warrior,2,,249110415,89966785,8,1,1.98,1.80,1.80,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,4,4,BACK,WIN,,4. Guru Warrior ,3,BEST BET,249110415,89966785,8,1,1.98,2.70,2.70,2.70
2 UNITS,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,6,6,BACK,WIN,,6. Condor,2,,249110433,636664,8,0,5.79,-2.00,-2.00,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,6,1,BACK,WIN,,1. Sixteen Reasons ,2,,249110433,89966790,8,0,5.21,-2.00,-2.00,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,6,1,BACK,PLACE,,1. Sixteen Reasons ,2,,249110434,89966790,8,1,1.47,0.86,0.86,0.00
2 UNITS,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,7,6,BACK,WIN,,6. Golden Guru,2,,249110442,991096,8,0,5.89,-2.00,-2.00,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,7,6,BACK,WIN,,6. Golden Guru,2,,249110442,991096,8,0,5.89,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,8,4,BACK,WIN,,4. Shady Thinker,2,,249110451,89966797,8,1,2.4,2.58,2.58,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,8,3,BACK,WIN,,3. Riche Damour ,2,,249110451,81812255,8,0,16.73,-2.00,-2.00,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,8,3,BACK,PLACE,,3. Riche Damour ,2,,249110452,81812255,8,0,3.48,-2.00,-2.00,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,9,5,BACK,WIN,,5. Schroders Mistake ,2,,249110460,75084420,8,0,4.1,-2.00,-2.00,0.00
Lachlan Mosley,18/10/2025,Morphettville,EXPERT TIPS,FALSE,Thoroughbred,9,5,BACK,PLACE,,5. Schroders Mistake ,2,,249110461,75084420,8,0,1.74,-2.00,-2.00,0.00
The Leg Up,18/10/2025,Newcastle,EXPERT TIPS,FALSE,Thoroughbred,7,3,BACK,WIN,$4.00,3. Claim The Crown,1,BEST BET,249152048,57113891,10,0,5.45,-1.00,-1.00,-1.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,1,8,BACK,WIN,,8. Miles Of Glory,2,BEST BET,249107695,89967272,10,0,4.9,-2.00,-2.00,-2.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,10,7,LAY,WIN,$10.00,7. Kerguelen,1,,249107776,65292546,10,1,5.79,-1.00,-1.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,2,6,BACK,WIN,,6. More Felons,2,,249107704,62032863,10,0,3.8,-2.00,-2.00,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,2,9,BACK,WIN,,9. Sam Hawkens,3,,249107704,89967284,10,0,2.39,-3.00,-3.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,11,BACK,WIN,,11. Clear Thinking,2,,249107731,89967294,10,1,4.07,5.53,5.53,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,1,BACK,WIN,,1. Front Page,2,,249107731,14700244,10,0,4.55,-2.00,-2.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,3,BACK,WIN,$6.00,3. Compelling Truth,1,,249107731,43882970,10,0,18,-1.00,-1.00,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,11,LAY,WIN,,11. Clear Thinking ,2,,249107731,89967294,10,1,4.07,-2.00,-2.00,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,10,BACK,WIN,,10. Highway Strip,2,,249107731,89967293,10,0,16.5,-2.00,-2.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,3,BACK,PLACE,$6.00,3. Compelling Truth,1,,249107732,43882970,10,0,4.52,-1.00,0.00,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,11,LAY,PLACE,,11. Clear Thinking ,2,,249107732,89967294,10,1,1.99,-2.00,-2.00,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,10,BACK,PLACE,,10. Highway Strip,2,,249107732,89967293,10,0,4.34,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,10,BACK,WIN,,10. Caballus,2,,249107740,65788992,10,0,8.05,-2.00,-2.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,15,BACK,WIN,$2.50,15. Generosity,3,BEST BET,249107740,89967301,10,0,2.92,-3.00,-3.00,-3.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,15,BACK,WIN,,15. Generosity,2,,249107740,89967301,10,0,2.92,-2.00,-2.00,0.00
Liam Clancey,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,15,BACK,WIN,$2.90,15. Generosity,2,,249107740,89967301,10,0,2.92,-2.00,-2.00,0.00
Tom Haylock,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,10,BACK,WIN,,10. Caballus,1,,249107740,65788992,10,0,8.05,-1.00,-1.00,0.00
Liam Clancey,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,14,BACK,WIN,$11.20,14. Beauty Charge,1,,249107740,89967300,10,0,23,-1.00,-1.00,0.00
Liam Clancey,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,6,14,BACK,PLACE,$11.20,14. Beauty Charge,1,,249107741,89967300,10,0,5.94,-1.00,0.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,9,BACK,WIN,,9. Joliestar,2,,249060035,89922047,10,0,6.14,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,12,BACK,WIN,,12. Tempted,2,,249060035,89922049,10,0,18.53,-2.00,-2.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,10,BACK,PLACE,$2.50,10. Lady Shenandoah,2,,249060033,89922048,10,0,3,-2.00,-2.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,9,BACK,PLACE,$2.00,9. Joliestar,2,,249060033,89922047,10,0,1.9,-2.00,0.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,1,LAY,PLACE,$1.30,1. Ka Ying Rising,2,BEST BET,249060033,73565877,10,1,1.5,-2.00,0.00,-2.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,2,BACK,WIN,,2. Briasa,2,,249060035,66614244,10,0,13.27,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,2,BACK,PLACE,,2. Briasa,2,,249060033,66614244,10,0,2.71,-2.00,-2.00,0.00
Mitch Lewis,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,8,1,BACK,WIN,$3.00,1. Linebacker,2,,249107758,3776549,10,1,3.65,4.77,4.77,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,8,9,BACK,WIN,,9. Sabaj,2,,249107758,79803715,10,0,5,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,8,13,BACK,WIN,,13. Harlem Queen,2,,249107758,89967306,10,0,15.5,-2.00,-2.00,0.00
Liam Clancey,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,8,13,BACK,WIN,$8.70,13. Harlem Queen,2,,249107758,89967306,10,0,15.5,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,8,13,BACK,PLACE,,13. Harlem Queen,2,,249107759,89967306,10,0,4.61,-2.00,-2.00,0.00
Liam Clancey,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,8,13,BACK,PLACE,$8.70,13. Harlem Queen,2,,249107759,89967306,10,0,4.61,-2.00,0.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,9,6,BACK,WIN,,6. Pericles,2,,249107767,495810,10,0,16,-2.00,-2.00,0.00
2 UNITS,18/10/2025,Randwick,EXPERT TIPS,FALSE,Thoroughbred,9,10,LAY,WIN,,10. Fangirl,2,BEST BET,249107767,39722697,10,0,4.36,0.54,0.54,0.54
Brett & Darren Carroll,19/10/2025,Cranbourne,EXPERT TIPS,FALSE,Harness,1,10,BACK,WIN,$2.00,10. Harley Lane,1,,249232550,89967517,8,0,1.88,-1.00,0.00,0.00
Brett & Darren Carroll,19/10/2025,Cranbourne,EXPERT TIPS,FALSE,Harness,4,7,BACK,WIN,$1.50,7. Muskee,3,BEST BET,249232556,81186890,8,1,1.35,0.97,0.00,0.97
Brett & Darren Carroll,19/10/2025,Cranbourne,EXPERT TIPS,FALSE,Harness,5,1,BACK,WIN,$1.50,1. River Storm,2,,249232558,89967519,8,1,1.42,0.77,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,1,3,BACK,WIN,$3.00,3. Ima Little Needy,2,,249239328,89970040,8,0,2.4,-2.00,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,2,8,BACK,WIN,$3.00,8. Didyalousaroosta,2,,249239330,72383557,8,0,2.8,-2.00,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,3,1,BACK,WIN,$2.20,1. My Way,3,,249239332,4999025,8,0,2.13,-3.00,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,4,4,BACK,WIN,$2.20,4. One Big Shew,3,,249239334,38778746,8,0,3.7,-3.00,-3.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,5,4,BACK,WIN,$3.00,4. Wind Sock,2,,249239336,2274304,8,0,2.1,-2.00,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,6,10,BACK,WIN,$5.00,10. Glenledi Elvis,1,,249239338,62841357,8,0,10.5,-1.00,-1.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,7,8,LAY,WIN,$6.00,8. Got The Glow,1,,249239340,82643661,8,0,8.8,0.12,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,8,10,BACK,WIN,$4.50,10. Thee Old Bomb,1,,249239342,38923666,8,0,9.91,-1.00,-1.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,8,10,BACK,PLACE,$4.50,10. Thee Old Bomb,1,,249239343,38923666,8,0,4.01,-1.00,0.00,0.00
Will Norman,19/10/2025,Launceston,EXPERT TIPS,FALSE,Harness,9,4,BACK,WIN,$3.00,4. Harrys Deal,2,,249239344,57306236,8,0,1.84,-2.00,0.00,0.00
